campaign;DRN;site;running_id;date;stream_type;avg_depth_macroinvertebrates;avg_velocity_macroinvertebrates;Max_wetted_width_m;Min_wetted_width_m;Average_wetted_width_m;Bankfull_at_max__wetted_width_m;Bankfull_at_min__wetted_width_m;Embeddedness;bedrock;boulders;cobbles;gravel;sand;silt;particle_size;state_of_flow;if_IP_number_and_size_2_axes_+_depth_of_the_pools;Maximum_depth_cm;temperature_C;ph;conductivity_micros_cm;oxygen_mg_l;oxygen_sat;discharge_l_s;filamentous_algae;incrusted_algae;macrophyte_cover;leaf_litter_cover;moss_cover;wood_cover;reach_length_m;Latitude;Longitude;altitude_m;basin_area_km2;calcareous_geology_upstream;siliceous_geology_upstream;sedimentary_geology_upstream;slope;riparian_cover_in_the_riparian_area;native_riparian_species_richness;invasive_riparian_species_richness;left_river_bank_slope;right_river_bank_slope;shade;hydromorphological_alteration;volume_biofilm;m2_biofilm
2;Hungary;BUK27;BUK27_2;22.4.2021;TR;9.8375;0.0045;2.56;0.28;1.08;3.6;1.8;65;0;5;10;0;0;15;2.666666667;F;;25;10;6;379;10.38;91.8;0.14;0;0;0;100;0;0;50;46.116355;18.080976;223;4.6;;;;5;95;10;0;20;20;100;1;150;0.058325
2;Hungary;BUK30;BUK30_2;21.4.2021;PR;5.0625;0.10975;3.05;0.26;4.46;3.9;2.35;80;0;5;60;5;10;20;3.2;F;;8;11.4;6.3;220;9.29;85.3;1.18;0;0;0;20;0;10;50;46.119942;18.056902;213;0.9;;;;5.5;75;5;0;70;50;95;1;150;0.03346
2;Hungary;BUK32;BUK32_2;21.4.2021;TR;5.5;0.12675;1.9;0.5;1.105;1.9;1.75;85;0;5;35;10;25;25;2.7;F;;13;14.48;7.1;452;8.68;85.2;1.73;0;0;0;15;0;5;50;46.116663;18.071729;216;1.7;;;;7;90;8;0;10;30;95;1;150;0.076686
2;Hungary;BUK37;BUK37_2;19.4.2021;TR;11.6875;0.042857143;3.4;0.57;1.7;3.4;3.15;70;0;5;60;15;10;10;3.4;F;;65;7.1;6;432;10.36;85.7;0.82;0;10;0;1;0;5;50;46.140617;18.037184;193;3.3;;;;2;85;9;0;65;55;65;1;150;0.045303
2;Hungary;BUK38;BUK38_2;19.4.2021;TR;5.0625;0.013428571;3.5;0.5;1.2;4.6;1.55;100;0;0;0;0;10;90;1.1;F;;12;7.98;6;446;10.95;92.6;0;0;5;0;40;0;10;50;46.140577;18.039862;194;0.7;;;;1;75;10;1;33;33;95;1;150;0.013718
2;Hungary;BUK39;BUK39_2;19.4.2021;TR;10.75;0.074571429;3.85;0.9;2;5;6.1;70;0;0;50;10;5;35;2.75;F;;130;7.72;5.5;474;7.87;66.8;5.51;0;5;0;10;0;20;50;46.135008;18.06285;191;12.3;;;;2.5;80;5;1;50;40;90;1;150;0.03986
2;Hungary;BUK40;BUK40_2;19.4.2021;TR;15.4375;0.05075;3.85;0.8;1.96;5.3;3.1;65;0;5;50;10;10;25;3;F;;56;7.5;5.5;485;8.25;69.4;4.47;0;0;0;30;0;20;50;46.13845;18.084525;231;8.5;;;;2.5;90;5;0;40;50;90;1;150;0.04124
2;Hungary;BUK42;BUK42_2;20.4.2021;PR;25.375;0.0328;5.15;0.7;1.68;5.15;6.66;75;15;5;50;5;10;15;3.65;F;;130;7.108;6.8;474;9.18;75.9;4.01;0;0;0;85;0;5;50;46.135248;18.082342;245;1.2;;;;5;65;5;0;60;60;95;1;150;0.040324
2;Hungary;BUK45;BUK45_2;22.4.2021;TR;22.25;0.090875;2.4;1.2;1.6;5.5;5;100;0;0;0;0;5;95;1.05;F;;25;14.2;5.5;614;8.66;84.6;14.32;0;0;0;0;0;30;50;46.145246;18.059212;175;10.4;;;;2;80;8;1;100;100;95;1;150;0.024935
2;Hungary;BUK49;BUK49_2;22.4.2021;TR;7.9125;0.21375;1.51;0.45;0.86;2.5;1.4;100;0;0;0;0;0;100;1;F;;15;13;6;281;8.22;78.8;3.98;0;0;0;0;0;20;50;46.172726;18.046971;205;3.7;;;;1;100;6;1;50;60;50;1;150;0.04576
2;Hungary;BUK50;BUK50_2;23.4.2021;PR;7.6875;0.0635;2.31;1.1;1.93;4.3;3;90;0;0;0;0;5;95;1.05;F;;17;8.27;6.9;510;10.42;89.1;5.84;0;70;0;30;0;10;50;46.10917;17.935804;162;8.2;;;;2;95;7;0;60;80;90;1;150;0.02495
2;Hungary;BUK52;BUK52_2;29.4.2021;PR;84.08125;0.0405625;4;3.36;3.71;4.5;4.3;100;0;0;0;0;0;100;1;F;;100;14.14;7.5;597;9.3;90.7;78.93;0;0;0;0;0;10;50;45.992765;17.940566;104;184.4;;;;5;100;;;100;100;0;5;150;0.052976
3;Hungary;BUK01;BUK01_3;10.6.2021;PR;71.53125;0.5;3.85;2.85;3.45;3.85;2.85;100;0;0;0;0;0;100;1;F;;85;18;8.1;910;5.5;58.1;81.65;0;0;5;0;0;10;70;46.045215;17.978468;114;114;;;;5;70;6;2;100;100;80;5;150;0.0265
3;Hungary;BUK03;BUK03_3;10.6.2021;PR;18.5625;0.16875;3.15;1.05;1.91;3.3;2.1;100;0;0;5;45;25;25;2.3;F;;62;19.8;8.4;820;6.6;72.3;18.5125;0;0;0;0;0;5;50;46.119656;18.000946;140;92.3;;;;2;20;5;0;100;100;20;5;150;0.0274
3;Hungary;BUK07;BUK07_3;15.6.2021;TR;1.9375;;1.5;0.22;0.69;2.05;2;100;0;0;0;0;0;100;1;F;;5;12.8;7.42;710;5.8;54.8;0.1031;0;0;0;30;0;30;50;46.13666;18.122228;227;4.5;;;;2;90;8;0;60;60;70;2;150;0.027068
3;Hungary;BUK09;BUK09_3;14.6.2021;TR;5.425;;0.82;0.25;0.54;2.63;2.55;95;0;0;10;40;30;20;2.4;F;;13;14.2;8.05;880;3.2;31.2;0.009;0;0;0;50;0;10;50;46.106426;18.02912;199;2.9;;;;2.5;90;11;0;100;35;90;1;150;0.0341
3;Hungary;BUK10;BUK10_3;14.6.2021;PR;2.9375;0.014857143;1.78;0.2;0.85;3.01;2.55;85;30;5;15;30;10;10;3.85;F;;4;14.7;8.28;870;6.8;67;0.09555;0;0;0;10;0;5;50;46.105807;18.039878;236;1.8;;;;2;80;6;0;70;40;85;1;150;0.04866
3;Hungary;BUK12;BUK12_3;14.6.2021;PR;5.95;0.035125;2.05;0.32;1.5;3.53;2.1;75;0;0;30;60;10;0;3.2;F;;27;13.4;8.26;900;6.9;66.1;0.47465;0;0;0;10;0;0;50;46.103198;18.019859;178;1.6;;;;2;75;12;0;30;30;90;1;150;0.041925
3;Hungary;BUK15;BUK15_3;11.6.2021;PR;10.9375;0.075375;2.92;1.27;1.86;3.65;1.8;80;0;0;10;10;30;50;1.8;F;;38;15.1;8.36;690;8.1;80.5;1.6355;0;0;0;0;0;30;50;46.131829;18.003366;156;18.9;;;;2.5;80;7;1;50;60;80;2;150;0.017665
3;Hungary;BUK16;BUK16_3;11.6.2021;TR;9.0125;0.015;2.68;0.55;1.585;2.8;1.29;100;0;0;0;0;0;100;1;F;;22;15.5;7.98;740;2.4;24.1;0.108;0;0;0;0;0;10;50;46.135121;17.999258;170;12.2;;;;2.5;80;6;0;40;50;90;1;150;0.020327
3;Hungary;BUK19;BUK19_3;11.6.2021;PR;9.25;0.069375;2.35;1.18;1.974;2.47;1.72;70;0;0;30;20;20;30;2.5;F;;18;20;8.29;670;8.5;93.5;5.8312;0;0;0;0;0;15;50;46.136848;18.003531;169;5.8;;;;3.5;80;6;2;100;60;50;2;150;0.021912
3;Hungary;BUK20;BUK20_3;14.6.2021;TR;3.1625;0.018142857;0.75;0.18;0.51;2.64;1.6;65;0;0;10;10;30;50;1.8;F;;5;15.6;8.42;770;7.4;74.3;0.186;0;0;0;10;0;10;50;46.120284;18.031566;190;2;;;;6.5;90;13;0;70;90;100;1;150;0.03337
3;Hungary;BUK21;BUK21_3;9.6.2021;TR;0;0;0;0;0;0;0;100;0;0;0;0;0;100;1;D;;0;0;0;0;0;0;0;0;0;0;0;0;10;50;46.12865;18.031122;172;9.3;;;;5;90;6;0;70;70;80;1;150;0.03055
3;Hungary;BUK23;BUK23_3;7.6.2021;PR;15.025;0.1125;4.6;0.7;1.83;4.6;1.8;75;0;0;20;30;30;20;2.5;F;;68;14;8.02;1010;7.6;73.7;2.15475;0;0;0;10;0;0;50;46.122236;18.060239;183;9.3;;;;5;95;10;0;10;20;85;1;150;0.027564
3;Hungary;BUK27;BUK27_3;15.6.2021;TR;10.8;0;1.6;0.6;0.99;2;1.05;65;0;0;70;10;10;10;3.4;IP;24*1 m, 18 cm;18;15;7.41;1030;5.1;50.6;0;0;20;0;60;5;0;50;46.116355;18.080976;223;4.6;;;;5;95;10;0;20;20;100;1;150;0.033301
3;Hungary;BUK30;BUK30_3;7.6.2021;PR;3.9625;0.1;2.8;0.59;1.238;5.9;2;80;0;5;40;30;10;15;3.1;F;;7;16.8;8.2;130;6.9;71.1;0.8725;0;0;0;0;0;10;50;46.119942;18.056902;213;0.9;;;;5.5;75;5;0;70;50;95;1;150;0.029299
3;Hungary;BUK32;BUK32_3;15.6.2021;TR;2.25;0.091;1.24;0.26;0.63;2.31;1.77;85;0;0;20;10;40;30;2.2;F;;4;14.2;8.32;680;8.2;79.9;0.0063;0;0;0;0;0;5;50;46.116663;18.071729;216;1.7;;;;7;90;8;0;10;30;95;1;150;0.034457
3;Hungary;BUK37;BUK37_3;8.6.2021;TR;18.4;0;2;1.06;1.73;2.3;1.8;70;0;0;30;0;30;40;2.2;IP;4*2 m, 34 cm;34;13.7;7.66;780;0.1;1;0;0;0;0;10;0;0;50;46.140617;18.037184;193;3.3;;;;2;85;9;0;65;55;65;1;150;0.030806
3;Hungary;BUK38;BUK38_3;8.6.2021;TR;3.875;0.017285714;4.5;0.55;1.66;6;0.85;100;0;0;0;0;5;95;1.05;F;;9;15.8;7.96;820;3.8;38.3;0.6769625;0;0;0;30;0;10;50;46.140577;18.039862;194;0.7;;;;1;75;10;1;33;33;95;1;150;0.026696
3;Hungary;BUK39;BUK39_3;8.6.2021;TR;29.1375;0.026833333;4.13;0.95;2.52;4.2;2.05;70;0;0;60;10;10;20;3.1;F;;135;11.9;7.42;820;3;27.8;1.004825;0;0;0;10;0;10;50;46.135008;18.06285;191;12.3;;;;2.5;80;5;1;50;40;90;1;150;0.040985
3;Hungary;BUK40;BUK40_3;9.6.2021;TR;14.1;0;1.79;1.1;1.45;2.95;2.9;65;0;0;10;0;40;50;1.7;IP;1,45*6,6 m, 14,5 cm;25;12.3;7.33;860;0;0;0;0;5;0;30;0;30;50;46.13845;18.084525;231;8.5;;;;2.5;90;5;0;40;50;90;1;150;0.04055
3;Hungary;BUK42;BUK42_3;9.6.2021;PR;18.6;0.058666667;4.7;0.25;1.299;470;1.37;75;0;0;0;0;0;0;;F;;120;14.8;8.18;770;7.9;78;2.50635;0;0;0;0;0;0;50;46.135248;18.082342;245;1.2;;;;5;65;5;0;60;60;95;1;150;0.035275
3;Hungary;BUK45;BUK45_3;6.6.2021;TR;12.2625;0.0142;2.1;1.1;1.558;2.4;1.37;100;0;0;0;0;0;100;1;F;;24;18.2;7.91;850;3.91;41.5;0.33005;0;0;0;0;0;20;50;46.145246;18.059212;175;10.4;;;;2;80;8;1;100;100;95;1;150;0.02165
3;Hungary;BUK49;BUK49_3;9.6.2021;TR;0;0;0;0;0;0;0;100;0;0;0;0;0;100;1;D;;0;0;0;0;0;0;0;0;0;0;0;0;20;50;46.172726;18.046971;205;3.7;;;;1;100;6;1;50;60;50;1;150;0.025916
3;Hungary;BUK50;BUK50_3;15.6.2021;PR;7;0.064375;2;0.8;1.44;2.3;1.1;90;0;0;0;0;20;80;1.2;F;;9;12.7;8.07;800;9;84.8;3.1873;0;0;0;5;0;5;50;46.10917;17.935804;162;8.2;;;;2;95;7;0;60;80;90;1;150;0.027537
3;Hungary;BUK52;BUK52_3;10.6.2021;PR;27.875;0.1;2.85;2.1;2.45;2.85;2.35;100;0;0;0;10;45;45;1.65;F;;40;18.7;7.86;970;2.5;26.8;33.6625;0;0;95;0;0;0;50;45.992765;17.940566;104;184.4;;;;5;100;;;100;100;0;5;150;0.04565
4;Hungary;BUK01;BUK01_4;10.8.2021;PR;58.59375;0.012181818;3.96;3.05;3.5;4.08;3.3;100;0;0;0;0;0;100;1;F;;92;20.9;8.08;940;0.7;7.8;8.872;0;0;20;0;0;5;70;46.045215;17.978468;114;114;;;;5;70;6;2;100;100;80;5;150;0.017232
4;Hungary;BUK03;BUK03_4;13.8.2021;PR;16.3125;0.019285714;3;0.7;1.69;3.3;1.7;100;0;0;30;20;30;20;2.6;F;;46;21.9;7.87;720;1.7;19.4;0.43245;0;0;10;0;0;;50;46.119656;18.000946;140;92.3;;;;2;20;5;0;100;100;20;5;150;0.032499
4;Hungary;BUK07;BUK07_4;16.8.2021;TR;1.875;;1.05;0.36;0.673;1.45;1.25;100;0;0;0;0;0;100;1;F;;2;13;2.27;795;2.5;23.7;0.00225;0;0;0;20;0;30;50;46.13666;18.122228;227;4.5;;;;2;90;8;0;60;60;70;2;150;0.01969
4;Hungary;BUK09;BUK09_4;12.8.2021;TR;0;0;0;0;0;3.1;1.3;95;0;0;20;40;20;20;2.6;D;;0;;;;;;0;0;0;0;5;0;10;50;46.106426;18.02912;199;2.9;;;;2.5;90;11;0;100;35;90;1;150;0.0358
4;Hungary;BUK10;BUK10_4;12.8.2021;PR;;;2.61;0.38;1.871;3.57;0.66;85;10;0;30;10;20;30;2.8;F;;4;19.1;8.28;970;3.4;36.7;0.00225;0;0;0;5;0;5;50;46.105807;18.039878;236;1.8;;;;2;80;6;0;70;40;85;1;150;0.0333
4;Hungary;BUK12;BUK12_4;12.8.2021;PR;7.8125;0.002571429;2.05;0.42;0.93;2.85;1.5;75;0;0;0;90;10;0;2.9;F;;26;18;8.38;870;8;84.5;0.2265;0;0;0;5;0;5;50;46.103198;18.019859;178;1.6;;;;2;75;12;0;30;30;90;1;150;0.0331
4;Hungary;BUK15;BUK15_4;13.8.2021;PR;10.9375;0.03725;2.95;0.49;1.73;3.2;1.8;80;0;0;20;10;35;35;2.15;F;;28;22.5;8.27;630;5.4;62.4;2.68725;0;0;20;10;0;10;50;46.131829;18.003366;156;18.9;;;;2.5;80;7;1;50;60;80;2;150;0.026755
4;Hungary;BUK16;BUK16_4;13.8.2021;TR;0;0;0;0;0;6.6;0;100;0;0;0;0;10;60;1.142857143;D;;0;;;;;;0;0;0;0;10;0;20;50;46.135121;17.999258;170;12.2;;;;2.5;80;6;0;40;50;90;1;150;0.016527
4;Hungary;BUK19;BUK19_4;13.8.2021;PR;4.5625;0.115125;1.74;0.53;1.36;2.22;2.6;70;0;0;30;30;10;30;2.6;F;;8;23.6;8.3;630;7.1;83.7;3.24025;0;0;0;0;0;20;50;46.136848;18.003531;169;5.8;;;;3.5;80;6;2;100;60;50;2;150;0.025425
4;Hungary;BUK20;BUK20_4;12.8.2021;TR;0;0;0;0;0;1.9;1;65;5;5;50;10;10;10;3.5;D;;0;;;;;;0;0;0;0;10;5;20;50;46.120284;18.031566;190;2;;;;6.5;90;13;0;70;90;100;1;150;0.025
4;Hungary;BUK21;BUK21_4;12.8.2021;TR;0;0;0;0;0;2.1;0.95;100;0;0;0;0;0;0;;D;;0;;;;;;0;0;0;0;0;0;0;50;46.12865;18.031122;172;9.3;;;;5;90;6;0;70;70;80;1;150;0.02047
4;Hungary;BUK23;BUK23_4;11.8.2021;PR;40.8;0;3.23;0.5;1.63;3.78;3.4;75;0;0;10;30;10;20;2.428571429;IP;19,5*3,23 m, 58 cm;58;24.3;7.92;930;3.2;38.2;0;0;0;0;10;0;5;50;46.122236;18.060239;183;9.3;;;;5;95;10;0;10;20;85;1;150;0.025627
4;Hungary;BUK27;BUK27_4;11.8.2021;TR;0;0;0;0;0;2.5;0.95;65;0;0;50;40;10;10;3.181818182;D;;0;;;;;;0;0;0;5;20;5;5;50;46.116355;18.080976;223;4.6;;;;5;95;10;0;20;20;100;1;150;0.03315
4;Hungary;BUK30;BUK30_4;11.8.2021;PR;1.5625;;1.9;0.3;0.924;4.1;0.46;80;0;0;30;30;10;0;;F;;2;21.4;8.19;540;6;67.8;0.00225;0;0;0;0;0;10;50;46.119942;18.056902;213;0.9;;;;5.5;75;5;0;70;50;95;1;150;0.03955
4;Hungary;BUK32;BUK32_4;11.8.2021;TR;1.75;;0.68;0.13;0.475;2.2;2.35;85;0;5;60;15;10;10;3.4;IP;;2;19.5;8.14;720;5.2;56.6;0;0;0;5;5;5;5;50;46.116663;18.071729;216;1.7;;;;7;90;8;0;10;30;95;1;150;0.039575
4;Hungary;BUK37;BUK37_4;16.8.2021;TR;0;0;0;0;0;0;0;70;0;0;50;20;15;15;3.05;D;;0;;;;;;0;0;0;20;10;0;0;50;46.140617;18.037184;193;3.3;;;;2;85;9;0;65;55;65;1;150;0.025657
4;Hungary;BUK38;BUK38_4;16.8.2021;TR;3.175;;1.23;0.19;0.839;1.75;0.9;100;0;0;0;0;0;100;1;F;;8;21.4;8.09;830;4.9;55.4;0.00225;0;0;0;15;0;15;50;46.140577;18.039862;194;0.7;;;;1;75;10;1;33;33;95;1;150;0.02629
4;Hungary;BUK39;BUK39_4;17.8.2021;TR;39.2;0;3;1.8;2.4;3;2.55;70;0;0;60;30;5;5;3.45;IP;7,1*3 m, 63 cm;63;17.4;7.52;1010;0.1;1;0;0;0;0;10;0;30;50;46.135008;18.06285;191;12.3;;;;2.5;80;5;1;50;40;90;1;150;0.025239
4;Hungary;BUK40;BUK40_4;17.8.2021;TR;0;0;0;0;0;0;0;65;0;5;50;20;15;15;3.142857143;D;;0;;;;;;0;0;0;5;20;0;20;50;46.13845;18.084525;231;8.5;;;;2.5;90;5;0;40;50;90;1;150;0.023114
4;Hungary;BUK42;BUK42_4;17.8.2021;PR;14.9375;0.097333333;5.5;0.4;1.579;5.5;1.8;75;10;5;30;30;10;15;3.3;F;;90;17.7;8.2;720;7.5;78.7;1.0985;0;0;0;15;0;15;50;46.135248;18.082342;245;1.2;;;;5;65;5;0;60;60;95;1;150;0.034245
4;Hungary;BUK45;BUK45_4;16.8.2021;TR;0;0;0;0;0;0;0;100;0;0;0;0;0;100;1;D;;0;;;;;;0;0;0;0;5;0;5;50;46.145246;18.059212;175;10.4;;;;2;80;8;1;100;100;95;1;150;0.015784
4;Hungary;BUK49;BUK49_4;16.8.2021;TR;0;0;0;0;0;0;0;100;0;0;0;0;0;100;1;D;;0;;;;;;0;0;0;10;10;0;20;50;46.172726;18.046971;205;3.7;;;;1;100;6;1;50;60;50;1;150;0.017448
4;Hungary;BUK50;BUK50_4;13.8.2021;PR;6.1875;0.079125;2;8.3;1.342;2.2;0.97;90;0;0;5;0;0;95;1.15;F;;10;16.3;8.1;800;8.3;84.6;2.3265;0;0;0;10;0;10;50;46.10917;17.935804;162;8.2;;;;2;95;7;0;60;80;90;1;150;0.01814
4;Hungary;BUK52;BUK52_4;10.8.2021;PR;17.8125;0.0385;2.53;1.77;2.27;2.6;2.4;100;0;0;0;0;10;90;1.1;F;;31;19.8;7.93;1010;3.9;42.7;1.9775;0;0;90;10;0;0;50;45.992765;17.940566;104;184.4;;;;5;100;;;100;100;0;5;150;0.029051
5;Hungary;BUK01;BUK01_5;14.10.2021;PR;65.78125;;4.1;1.72;3.324;4.1;3.44;100;0;0;0;0;0;100;1;F;;79;8.2;7.99;850;8.2;69.6;0.00225;0;0;0;10;0;;70;46.045215;17.978468;114;114;;;;5;70;6;2;100;100;80;5;150;0.0242
5;Hungary;BUK03;BUK03_5;16.10.2021;PR;21.5;0.187166667;3.23;0.81;1.82;4.18;7;100;0;0;0;20;40;40;1.8;F;;56;8;7.76;710;6.9;58.3;5.6460975;0;0;60;0;0;5;50;46.119656;18.000946;140;92.3;;;;2;20;5;0;100;100;20;5;150;0.027532
5;Hungary;BUK07;BUK07_5;18.10.2021;TR;2.5875;;2.4;0.37;0.772;2.6;2.2;100;0;0;5;0;0;95;1.15;F;;11;5.9;8.18;750;10.8;86.5;0.00225;0;0;0;70;0;10;50;46.13666;18.122228;227;4.5;;;;2;90;8;0;60;60;70;2;150;0.01728
5;Hungary;BUK09;BUK09_5;19.10.2021;TR;2.6875;;1.61;0.09;0.61;3.68;1.38;95;0;0;0;50;10;30;2.222222222;F;;4;6.1;7.84;;7.2;58;0.00225;0;0;0;70;0;5;50;46.106426;18.02912;199;2.9;;;;2.5;90;11;0;100;35;90;1;150;0.050462
5;Hungary;BUK10;BUK10_5;19.10.2021;PR;1.9375;0.002166667;1.45;0.13;0.41;4.01;1.75;85;0;0;40;20;20;20;2.8;F;;4;8.4;8.08;;9.5;81;0.00225;0;0;0;30;0;5;50;46.105807;18.039878;236;1.8;;;;2;80;6;0;70;40;85;1;150;0.037985
5;Hungary;BUK12;BUK12_5;18.10.2021;PR;4.95;0.017857143;1.63;0.5;0.951;3.1;1.8;75;0;0;0;90;5;5;2.85;F;;29;8.1;8.5;830;10;84.6;0.25635;0;0;0;50;0;0;50;46.103198;18.019859;178;1.6;;;;2;75;12;0;30;30;90;1;150;0.025365
5;Hungary;BUK15;BUK15_5;14.10.2021;PR;14.9375;0.056428571;3.2;0.54;1.74;3.4;1.4;80;0;0;0;0;90;10;1.9;F;;40;5.5;8.23;690;10.4;82.5;4.9049625;0;0;0;70;0;5;50;46.131829;18.003366;156;18.9;;;;2.5;80;7;1;50;60;80;2;150;0.051175
5;Hungary;BUK16;BUK16_5;14.10.2021;TR;0;0;0;0;0;0;0;100;0;0;0;0;0;100;1;D;;0;;;;;;0;0;0;0;100;0;0;50;46.135121;17.999258;170;12.2;;;;2.5;80;6;0;40;50;90;1;150;0.035475
5;Hungary;BUK19;BUK19_5;14.10.2021;PR;5.625;0.166875;1.9;0.02;1.416;1.9;2.48;70;0;0;10;60;10;20;2.6;F;;25;9.2;8.2;680;11.1;96.5;4.621;0;0;5;10;0;5;50;46.136848;18.003531;169;5.8;;;;3.5;80;6;2;100;60;50;2;150;0.0443
5;Hungary;BUK20;BUK20_5;15.10.2021;TR;0;0;0;0;0;4.97;3.11;65;0;0;5;20;75;0;2.3;D;;0;;;;;;0;0;0;0;60;5;10;50;46.120284;18.031566;190;2;;;;6.5;90;13;0;70;90;100;1;150;0.041702
5;Hungary;BUK21;BUK21_5;15.10.2021;TR;0;0;0;0;0;4;2.89;100;0;0;0;0;0;100;1;D;;0;;;;;;0;0;0;0;95;0;5;50;46.12865;18.031122;172;9.3;;;;5;90;6;0;70;70;80;1;150;0.017825
5;Hungary;BUK23;BUK23_5;13.10.2021;PR;24.7;0;8.6;1.97;2.66;3.66;2.19;75;0;0;0;90;10;0;2.9;IP;19,19*3,6 m, 59,5 cm;60;9.2;7.67;1040;2.7;23.5;0;0;0;0;95;0;5;50;46.122236;18.060239;183;9.3;;;;5;95;10;0;10;20;85;1;150;0.028144
5;Hungary;BUK27;BUK27_5;13.10.2021;TR;0;0;0;0;0;0;0;65;0;0;30;30;40;0;2.9;D;;0;;;;;;0;0;0;20;50;0;0;50;46.116355;18.080976;223;4.6;;;;5;95;10;0;20;20;100;1;150;0.034572
5;Hungary;BUK30;BUK30_5;13.10.2021;PR;2.25;0.06325;2.75;0.24;1.13;3.14;1.64;80;0;0;10;75;0;5;3;F;;4;8.6;8.22;510;10;85.7;0.00225;0;0;0;5;0;20;50;46.119942;18.056902;213;0.9;;;;5.5;75;5;0;70;50;95;1;150;0.041261
5;Hungary;BUK32;BUK32_5;13.10.2021;TR;2.95;0.003;1.75;0.43;1.003;2.15;0.81;85;0;0;20;10;70;0;2.5;F;;4;9.1;8.02;610;9.4;81.5;0.00225;0;0;5;10;0;0;50;46.116663;18.071729;216;1.7;;;;7;90;8;0;10;30;95;1;150;0.030251
5;Hungary;BUK37;BUK37_5;16.10.2021;TR;0;0;0;0;0;0;0;70;0;0;10;60;20;10;2.7;D;;0;;;;;;0;0;0;10;50;0;5;50;46.140617;18.037184;193;3.3;;;;2;85;9;0;65;55;65;1;150;0.0443
5;Hungary;BUK38;BUK38_5;16.10.2021;TR;3.1875;;1.4;0.35;0.8;2.45;1.4;100;0;0;0;0;0;100;1;F;;9;9.3;7.61;840;6.9;60.1;1.1113625;0;0;0;50;0;10;50;46.140577;18.039862;194;0.7;;;;1;75;10;1;33;33;95;1;150;0.031043
5;Hungary;BUK39;BUK39_5;12.10.2021;TR;13.8;0;2.5;0.72;1.61;3.45;2.5;70;0;0;5;95;0;0;3.05;IP;2,5*4,2 m, 21 cm;17;9.9;7.64;850;7.1;62.8;0;0;0;0;85;0;15;50;46.135008;18.06285;191;12.3;;;;2.5;80;5;1;50;40;90;1;150;0.04147
5;Hungary;BUK40;BUK40_5;12.10.2021;TR;0;0;0;0;0;0;0;65;0;0;30;70;0;0;3.3;D;;0;;;;;;0;0;0;0;40;0;15;50;46.13845;18.084525;231;8.5;;;;2.5;90;5;0;40;50;90;1;150;0.038828
5;Hungary;BUK42;BUK42_5;18.10.2021;PR;6.875;;5.35;0.32;1.084;5.4;2;75;5;0;5;30;0;60;2;F;;100;7.5;8.15;780;9.1;75.9;0.00225;0;0;0;50;0;10;50;46.135248;18.082342;245;1.2;;;;5;65;5;0;60;60;95;1;150;0.02949
5;Hungary;BUK45;BUK45_5;12.10.2021;TR;16.8125;0.0125;2.03;1.02;1.586;3.75;4.5;100;0;0;0;0;0;100;1;F;;27;9.3;7.86;800;6.2;54;0.34225;0;0;0;95;0;5;50;46.145246;18.059212;175;10.4;;;;2;80;8;1;100;100;95;1;150;0.022616
5;Hungary;BUK49;BUK49_5;12.10.2021;TR;0;0;0;0;0;0;0;100;0;0;0;0;0;100;1;D;;0;;;;;;0;0;0;0;90;0;10;50;46.172726;18.046971;205;3.7;;;;1;100;6;1;50;60;50;1;150;0.044796
5;Hungary;BUK50;BUK50_5;15.10.2021;PR;5.625;0.172875;2.08;0.85;1.689;5.03;2.52;90;0;0;0;0;30;70;1.3;F;;14;7.9;7.7;;8.8;74.1;0.00225;0;0;0;30;0;5;50;46.10917;17.935804;162;8.2;;;;2;95;7;0;60;80;90;1;150;0.02766
5;Hungary;BUK52;BUK52_5;15.10.2021;PR;20.4375;0.0688;3.05;1.06;2.214;6.9;5.9;100;0;0;0;0;50;50;1.5;F;;50;5.1;7.98;;9;70.7;0.07303986;0;0;90;0;0;0;50;45.992765;17.940566;104;184.4;;;;5;100;;;100;100;0;5;150;0.094775
6;Hungary;BUK01;BUK01_6;14.12.2021;PR;65;0.0228125;3.65;2.95;3.37;3.65;2.95;100;0;0;0;0;0;100;1;F;;79;2.8;8.11;920;12.2;90.1;41.163;0;0;5;50;0;5;70;46.045215;17.978468;114;114;;;;5;70;6;2;100;100;80;5;150;0.128125
6;Hungary;BUK03;BUK03_6;14.12.2021;PR;40.375;0.218875;2.85;1.55;2.2;2.85;2.7;100;0;0;5;30;45;20;2.2;F;;79;3;8.28;880;13.5;100.3;82.123;0;0;10;0;0;5;50;46.119656;18.000946;140;92.3;;;;2;20;5;0;100;100;20;5;150;0.05705
6;Hungary;BUK07;BUK07_6;17.12.2021;TR;4.1625;0.003666667;2.19;0.31;0.757;2.32;1.38;100;0;0;0;0;0;100;1;F;;5;5.2;7.85;600;9.8;77.1;0.00225;0;0;0;90;0;5;50;46.13666;18.122228;227;4.5;;;;2;90;8;0;60;60;70;2;150;0.0582
6;Hungary;BUK09;BUK09_6;13.12.2021;TR;6.425;0.052625;2.5;0.84;1.59;3.7;3.65;95;0;0;30;60;10;0;3.2;F;;9;1;7.69;850;9.6;67.5;0.9854;0;0;0;90;0;0;50;46.106426;18.02912;199;2.9;;;;2.5;90;11;0;100;35;90;1;150;0.029625
