campaign;DRN;site;running_id;date;stream_type;avg_depth_macroinvertebrates;avg_velocity_macroinvertebrates;Max_wetted_width_m;Min_wetted_width_m;Average_wetted_width_m;Bankfull_at_max__wetted_width_m;Bankfull_at_min__wetted_width_m;Embeddedness;bedrock;boulders;cobbles;gravel;sand;silt;particle_size;state_of_flow;if_IP_number_and_size_2_axes_+_depth_of_the_pools;Maximum_depth_cm;temperature_C;ph;conductivity_micros_cm;oxygen_mg_l;oxygen_sat;discharge_l_s;filamentous_algae;incrusted_algae;macrophyte_cover;leaf_litter_cover;moss_cover;wood_cover;reach_length_m;Latitude;Longitude;altitude_m;basin_area_km2;calcareous_geology_upstream;siliceous_geology_upstream;sedimentary_geology_upstream;slope;riparian_cover_in_the_riparian_area;native_riparian_species_richness;invasive_riparian_species_richness;left_river_bank_slope;right_river_bank_slope;shade;hydromorphological_alteration;volume_biofilm;m2_biofilm
5;Finland;LEP19;LEP19_5;21.9.2021;PR;18.92857143;0.514285714;7;2.3;3.88;7;2.3;30;10;5;35;5;40;5;3.25;F;;29;8.3;7.1;38;7.79;;121.55;0;0;0;0;30;4;60;60.333863;24.6547;46;24.8821;0;0;0;2.983259605;100;3;0;60;20;10;2;200;0.028
5;Finland;LEP20;LEP20_5;21.9.2021;TR;10.375;0.1675;1.9;0.85;1.185;2.1;1.2;30;0;10;30;30;30;0;3.2;F;;18;7.9;5.69;36;8.16;;1.6576;0;0;0;1;10;5;50;60.334312;24.65289;49;1.1466;0;0;0;8.561922605;100;5;0;30;30;80;1;200;0.0174
5;Finland;LEP21;LEP21_5;20.9.2021;PR;35.64285714;0.684285714;10;6;6.9;10;7;25;0;20;40;30;10;0;3.7;F;;50;8.9;7.11;123;7.29;;1368.5;;;;;;;100;60.355917;24.755862;30;196.6206;0;0;10;1.077313621;50;5;1;;;40;2;200;0.0474
6;Finland;LEP01;LEP01_6;2.11.2021;PR;13.375;0.47625;4;1.4;2.61;4;2;60;0;0;10;40;30;20;2.4;F;;18;6.7;6.6;111;8.7;;53.22510204;0;0;10;0;20;10;55;60.481367;24.656397;69;4.3881;0;0;74;7.335931312;100;6;0;4;5;20;2;200;0.05045
6;Finland;LEP02;LEP02_6;2.11.2021;PR;14.5;0.0675;1.4;0.55;0.978;1.4;0.55;50;0;0;0;0;50;50;1.5;F;;26;5.9;6.29;57;7.76;;8.704;0;0;0;10;20;5;50;60.469907;24.623038;86;0.2798;0;0;0;6.355714175;100;4;0;10;10;80;1;200;0.0272
6;Finland;LEP03;LEP03_6;2.11.2021;PR;12.25;0.2225;1.6;1;1.3;1.6;1;40;0;5;20;35;30;10;2.8;F;;20;6;7.18;108;8.87;;17.68;0;0;0;3;30;5;80;60.457176;24.621249;59;1.848;0;0;0;13.81343854;100;6;0;;;;1;200;0.027225
6;Finland;LEP04;LEP04_6;2.11.2021;PR;14.375;0.1825;2.4;1;1.74;3.4;1;45;0;5;10;15;60;10;2.4;F;;25;6.7;6.87;102;8.45;;8.64;0;0;3;5;20;10;80;60.431312;24.532785;63;0.9513;0;0;100;1.517585457;100;7;0;60;20;95;2;200;0.042625
6;Finland;LEP05;LEP05_6;3.11.2021;PR;13.375;0.185;1.6;0.9;1.26;1.6;0.9;55;5;5;10;55;25;0;3.1;F;;20;6.5;5.55;49;7.56;;22.71;0;0;0;0;20;0;50;60.345149;24.560472;69;1.6169;0;0;0;3.269818039;100;6;0;50;30;90;1;200;0.04255
6;Finland;LEP06;LEP06_6;3.11.2021;TR;17.5;0.13;2.1;0.5;0.98;2.1;0.5;60;50;5;15;10;20;0;4.55;F;;30;6.6;5.7;18;8.18;;7.62;;;;;;;50;60.336843;24.60056;80;0.4975;0;0;0;6.364167497;10;5;0;5;5;80;2;200;0.03205
6;Finland;LEP07;LEP07_6;3.11.2021;TR;17.25;0.36875;1.9;0.8;1.325;1.9;0.8;20;1;5;4;70;20;0;2.97;F;;24;6.3;5.6;23;8.63;;24.65;0;0;0;5;40;5;50;60.329621;24.636853;65;1.2243;0;0;0;8.256404915;100;5;0;20;30;60;1;200;0.02285
6;Finland;LEP08;LEP08_6;1.11.2021;TR;28.625;0.33875;1.2;0.6;0.9;1.25;0.6;40;0;20;5;5;1;69;2.06;F;;46;7.3;4.77;25;8.33;;60.8925;0;0;0;30;20;0;50;60.298508;24.64354;53;1.5595;0;0;0;0.409235056;100;4;0;20;20;80;2;200;0.0284
6;Finland;LEP09;LEP09_6;1.11.2021;TR;21.25;0.15625;2.2;0.8;1.22;2.2;0.8;60;10;0;10;10;60;10;2.6;F;;50;7.38;4.7;23;8.3;;16.536;0;0;5;20;40;30;50;60.329393;24.703003;53;1.415;0;0;0;4.645826101;100;4;0;5;20;60;1;200;0.027425
6;Finland;LEP10;LEP10_6;2.11.2021;TR;12.25;0.26375;4;1.7;2.41;5.4;1.7;50;40;12;13;5;0;30;3.97;F;;25;5.41;6.14;24;9.02;;36.3528;0;0;0;10;30;10;50;60.3522;24.69313;37;1.3;0;0;0;4.159555071;100;5;0;40;20;80;1;200;0.0397
6;Finland;LEP11;LEP11_6;2.11.2021;PR;35.85714286;0.464285714;6;2.8;4.91;6.5;3;45;0;1;10;5;10;74;1.54;F;;58;5.9;6.64;74;8.24;;276.7411111;0;0;0;0;3;30;100;60.388047;24.523806;48;18.8479;0;0;8;0.973651075;80;4;0;40;40;70;3;200;0.03425
6;Finland;LEP12;LEP12_6;1.11.2021;PR;37.35714286;0.780714286;6;4.5;5.15;7;4.5;35;0;40;20;20;20;0;3.8;F;;65;7.9;6.23;74;7.48;;805.6125;0;0;0;0;50;0;100;60.363523;24.640857;38;58.4476;0;0;7;1.798212265;100;4;0;10;40;80;2;200;0.0535
6;Finland;LEP13;LEP13_6;1.11.2021;TR;16.25;0.44125;3.5;1.5;2.45;4.8;2.1;45;0;0;40;40;20;0;3.2;F;;24;7.55;5.68;15;8.48;;55.36805556;;;;;;;60;60.358292;24.627062;61;3.6296;0;0;0;3.449561113;100;7;0;20;20;75;1;200;0.03195
6;Finland;LEP14;LEP14_6;1.11.2021;PR;45.28571429;0.435714286;10;5;7.35;10;5;35;5;35;30;20;10;0;4.05;F;;80;7.73;6.24;40;8.2;;820.875;0;0;3;10;30;0;110;60.362754;24.652477;36;30.0057;0;0;0;0.737899617;100;6;0;;;;2;200;0.112375
6;Finland;LEP15;LEP15_6;1.11.2021;TR;13.25;0.115;1.25;0.7;0.982;1.25;0.9;35;20;30;20;28;0;2;4.36;F;;22;8.1;4.95;22;7.8;;7.8792;0;0;0;5;10;0;50;60.356613;24.635035;64;0.4318;0;0;0;9.71404946;100;4;0;20;20;40;1;200;0.022875
6;Finland;LEP16;LEP16_6;2.11.2021;PR;28.92857143;0.54;10;3.2;5.97;10;4;35;0;0;0;0;0;0;0;F;;50;5.8;6.64;82;8.38;;542.72;0;0;0;10;40;10;100;60.384522;24.558029;45;33.1103;0;0;12;0.892570807;100;5;0;20;20;60;;200;0.042325
6;Finland;LEP17;LEP17_6;3.11.2021;PR;19.5;0.41375;2.8;1.4;1.96;2.8;1.4;70;30;10;5;15;30;10;3.65;F;;40;6.7;5.59;36;8.78;;114.78;0;0;0;10;30;5;50;60.324942;24.626211;59;5.0801;0;0;0;9.549622616;100;5;0;40;20;90;1;200;0.042775
6;Finland;LEP18;LEP18_6;2.11.2021;PR;16.5;0.25375;1.9;1.3;1.62;2.9;1.3;80;0;0;2;20;8;70;1.54;F;;32;5.3;5.6;26;8.7;;54.1952;0;0;1;1;3;2;50;60.354234;24.672479;38;2.8944;0;0;0;0.604094651;100;2;0;10;10;60;4;200;0.015425
6;Finland;LEP19;LEP19_6;3.11.2021;PR;30.64285714;0.770714286;4.5;3;3.59;4.5;3;30;10;5;35;5;40;5;3.25;F;;50;6.2;6.87;34;8.32;;635.664;0;0;0;0;40;5;60;60.333863;24.6547;46;24.8821;0;0;0;2.983259605;100;3;0;60;20;10;2;200;0.0401
6;Finland;LEP20;LEP20_6;3.11.2021;TR;12.75;0.2825;1.6;0.8;1.275;2.1;0.8;30;0;10;30;30;30;0;3.2;F;;20;6.04;4.35;32;8.92;;10.21;0;0;0;5;30;10;50;60.334312;24.65289;49;1.1466;0;0;0;8.561922605;100;5;0;30;30;80;1;200;0.029075
6;Finland;LEP21;LEP21_6;1.11.2021;PR;44;0.839285714;10;6;6.9;10;7;25;0;20;40;30;10;0;3.7;F;;;7.7;6;106;7.36;;2630;0;0;1;0;55;0;100;60.355917;24.755862;30;196.6206;0;0;10;1.077313621;50;5;1;;;40;2;200;0.0558
1;France;AL01;AL01_1;24.3.2021;PR;13.95;0.1958;7;2.5;4.4;19;11;0;3;15;76;5;1;0;4.14;F;;55;3.8;7.77;326;11.97;100.1;72;0;0;0;0;5;3;70;46.0828385;5.6193299;890;4.763;100;0;100;2;90;5;0;100;100;70;2;150;0.0598
1;France;AL02;AL02_1;22.3.2021;TR;19.8;0.2504;12;2.3;7.4;22;17;0;50;10;35;5;0;0;5.05;F;;80;5.1;8.43;391;14.29;123.5;174;25;0;15;0;3;1;140;46.0100572;5.5871596;800;45.327;100;0;100;0.5;30;3;0;80;100;10;2;150;0.0948
1;France;AL03;AL03_1;19.3.2021;TR;30.2;0.30335;13;3.8;7.9;23;19;10;20;5;50;10;5;0;4.277777778;F;;100;4.2;8.48;396;12.36;103.7;444;1;0;0;3;0;10;110;45.9683373;5.575516;731;86.081;100;0;100;1;50;5;0;60;80;50;4;150;0.0736
1;France;AL04;AL04_1;1.4.2021;PR;31.16666667;0.2612;20;17;18.6;30;25;10;0;35;30;20;15;0;3.85;F;;170;8.9;8.3;365;11.8;104.7;4840;10;0;0;2;20;2;150;45.924355;5.4998788;315;133.419;100;0;100;1;70;6;2;300;200;70;4;150;0.0697
1;France;AL05;AL05_1;1.4.2021;PR;31.53333333;0.3233;22;18;19.8;35;21;0;0;55;40;10;5;0;4.318181818;F;;150;10.8;8.58;350;13.89;129.8;4797;10;0;0;0;20;3;150;45.9249257;5.4028767;268;225.922;100;0;100;1;80;5;2;150;150;20;4;150;0.0573
1;France;AL06;AL06_1;31.3.2021;TR;;;24;10;16;36;;0;0;0;70;20;0;10;3.5;F;;170;11;8.4;356;13.16;122.5;4640;10;0;0;0;3;2;150;45.9472844;5.3592973;247;252.175;100;0;100;1;90;;2;80;50;50;3;150;0.0504
1;France;AL07;AL07_1;31.3.2021;TR;31.67741935;0.285516129;19;8.4;14.4;34;23;0;0;10;70;15;0;5;3.8;D;;200;9.6;8.08;366;11.14;99.8;;10;0;0;0;10;1;150;45.9607009;5.2760369;222;287.227;100;0;100;1;80;;2;75;75;50;4;150;0.0667
1;France;BR01;BR01_1;18.3.2021;TR;18.1;0.374;4;2;2.7;12;11;0;0;0;85;10;5;0;3.8;F;;25;7.9;8.57;383;11.65;101.9;117;0;0;0;2;0;1;50;45.9638925;5.4427493;369;3.303;100;0;100;4;50;6;0;130;70;60;2;250;0.0796
1;France;BR02;BR02_1;18.3.2021;PR;23.4;0.47365;5.7;3;4.3;6.9;5;10;0;23;70;5;1;0;4.161616162;F;;70;9.4;8.09;412;11.27;102;421;0;0;0;2;20;1;80;45.9533635;5.4380244;321;6.939;100;0;100;4;90;5;0;150;100;100;2;150;0.09685
1;France;BU01;BU01_1;17.3.2021;TR;22.6;0.4789;4.2;2.3;3.2;8;5.3;15;20;10;63;5;2;0;4.41;F;;40;7.5;8.33;395;11.53;100;24.2;0;0;0;2;20;3;60;45.8998385;5.3963605;538;3.778;100;0;100;2;80;6;0;50;30;70;2;150;0.0687
1;France;BU02;BU02_1;24.3.2021;PR;14.2;0.241;2.5;1.7;2.1;3.7;3.2;10;5;25;35;30;5;0;3.95;F;;40;10;8;402;11.21;102.8;89;0;0;0;0;10;0;50;45.9147409;5.3732252;330;7.752;100;0;100;1;100;9;0;80;80;95;4;150;0.0642
1;France;CA01;CA01_1;16.3.2021;PR;21.25;0.305;3.7;2.7;3.3;6;4;40;0;5;80;15;0;0;3.9;F;;71;8.7;8.04;432;11.13;100.8;2;0;0;0;0;10;1;60;45.8807964;5.4936681;527;6.51;100;0;100;3;90;6;0;100;75;70;2;150;0.1016
1;France;CA02;CA02_1;16.3.2021;PR;34.9;0.582;11;6;9.7;15;10;0;0;10;67;15;8;0;3.79;F;;80;9.2;8.22;400;11.33;101.3;17;0;0;0;0;10;1;150;45.9205653;5.4424156;347;28.853;100;0;100;1;95;6;0;30;75;60;2;150;0.1054
1;France;CO01;CO01_1;23.3.2021;PR;12.4;0.0951;1.8;1.2;1.3;3;1.1;0;5;0;30;58;5;0;3.408163265;F;;23;3.3;7.42;322;10.58;87.7;7;0;0;0;1;0;2;50;46.0565634;5.6178711;892;1.107;100;0;100;0.5;100;3;0;20;15;95;2;150;0.0361
1;France;GR01;GR01_1;17.3.2021;TR;15.90909091;0.311181818;3.4;1.9;2.5;8;5;25;25;5;55;15;0;0;4.4;F;;45;8.5;8.3;486;11.32;100;41;0;0;0;2;1;2;50;45.9173726;5.4567152;392;3.554;100;0;100;4;80;7;0;150;100;95;2;150;0.0961
1;France;JO01;JO01_1;23.3.2021;TR;9.2;0.1551;1.8;0.6;1.2;4.5;2.5;0;0;0;90;10;0;0;3.9;F;;23;0.1;7.39;392;12.53;95.7;1;0;0;0;0;0;0;50;46.0538104;5.6355866;927;0.937;100;0;100;5;70;8;0;100;100;40;2;150;0.051
1;France;ME01;ME01_1;19.3.2021;PR;17.7;0.2001;4.6;1.2;2.8;13;9;0;20;5;63;5;3;0;4.354166667;F;;48;2.6;7.98;542;12.31;100.2;41;0;0;0;4;0;0;60;45.9678634;5.6080166;824;4.476;100;0;100;4;90;7;0;300;150;80;2;150;0.0926
1;France;RA01;RA01_1;17.3.2021;PR;22.9;0.559;2.4;1;1.6;4.3;3.2;40;0;10;85;5;0;0;4.05;F;;60;7;8.43;304;11.66;99.6;91;0;0;0;2;15;1;50;45.8946851;5.4351605;528;2.424;100;0;100;6;15;5;0;50;30;40;3;150;0.08265
1;France;RO01;RO01_1;22.3.2021;TR;7.4;0.1108;2.7;1.3;1.9;6;3.4;0;15;15;65;5;0;0;4.4;F;;25;2.3;7.82;335;12.29;99.1;2;0;0;0;0;0;2;50;46.0512118;5.6116089;858;1.728;100;0;100;6;80;6;0;75;75;95;1;150;0.0715
1;France;VI01;VI01_1;18.3.2021;PR;19.3;0.3589;4.6;1.8;2.9;6.7;4.5;80;72;5;20;3;0;0;5.46;F;;180;7;8.54;350;11.88;99.8;191;1;2;0;0;10;0;60;45.9363426;5.5320655;393;1.551;100;0;100;13;60;6;1;200;70;70;2;150;0.0928
2;France;AL01;AL01_2;1.6.2021;PR;10.45;0.115415;5.4;1.3;4;19;11;0;0;25;65;10;0;0;4.15;F;;28;10.4;7.64;356;9.55;94.6;11;1;0;0;3;5;5;70;46.0828385;5.6193299;890;4.763;100;0;100;2;90;5;0;100;100;70;2;200;0.0973
2;France;AL02;AL02_2;1.6.2021;TR;0;0;0;0;0;22;17;0;;;;;;;;D;;0;;;;;;0;;;;;;;140;46.0100572;5.5871596;800;45.327;100;0;100;0.5;30;3;0;80;100;10;2;200;0.042785
2;France;AL03;AL03_2;2.6.2021;TR;14.38888889;0.091888889;15;1.6;7.6;23;19;10;15;20;45;20;0;0;4.3;F;;120;13.2;7.2;459;8.03;82.8;35;20;0;0;2;10;5;110;45.9683373;5.575516;731;86.081;100;0;100;1;50;5;0;60;80;50;4;150;0.0491
2;France;AL04;AL04_2;10.6.2021;PR;22.36666667;0.1402;16;12;14.7;30;25;60;0;30;40;20;10;0;3.9;F;;135;10;8.04;38;11.54;106.4;2900;0;10;0;2;20;1;150;45.924355;5.4998788;315;133.419;100;0;100;1;70;6;2;300;200;70;4;150;0.0572
2;France;AL05;AL05_2;10.6.2021;PR;28.46666667;0.233766667;22;16;18.9;35;21;0;0;30;55;10;5;0;4.1;F;;140;13.4;8.23;366;11.85;116.4;3037;0;10;0;2;10;1;150;45.9249257;5.4028767;268;225.922;100;0;100;1;80;5;2;150;150;20;4;150;0.0534
2;France;AL06;AL06_2;14.6.2021;TR;21.54333333;0.316933333;16;8;12.5;36;;5;5;5;70;15;5;0;3.9;F;;200;13.9;7.43;371;10.28;101.5;2483;0;0;0;2;2;1;150;45.9472844;5.3592973;247;252.175;100;0;100;1;90;;2;80;50;50;3;150;0.0587
2;France;AL07;AL07_2;14.6.2021;TR;0;0;0;0;0;34;23;0;;;;;;;;D;;0;;;;;;0;;;;;;;150;45.9607009;5.2760369;222;287.227;100;0;100;1;80;;2;75;75;50;4;150;0.034825
2;France;BR01;BR01_2;27.5.2021;TR;0;0;0;0;0;12;11;0;;;;;;;;D;;0;;;;;;0;;;;;;;50;45.9638925;5.4427493;369;3.303;100;0;100;4;50;6;0;130;70;60;2;150;0.044591
2;France;BR02;BR02_2;3.6.2021;PR;11.7;0.32185;5.4;1.8;3.5;6.9;5;20;5;35;50;10;0;0;4.35;F;;68;11.4;7.99;386;10.58;99.6;67;0;0;0;0;20;0;80;45.9533635;5.4380244;321;6.939;100;0;100;4;90;5;0;150;100;100;2;150;0.0373
2;France;BU01;BU01_2;27.5.2021;TR;11.9;0.1568;3.9;1.4;2.1;8;5.3;15;40;10;35;15;0;0;4.75;F;;35;13.4;8.48;558;10.61;107.6;16;0;10;0;2;10;1;60;45.8998385;5.3963605;538;3.778;100;0;100;2;80;6;0;50;30;70;2;150;0.0557
2;France;BU02;BU02_2;28.5.2021;PR;14.6;0.3973;3;2.2;2.6;3.7;3.2;10;15;20;60;5;0;0;4.45;F;;42;10.6;8.12;403;10.86;100.8;123;0;10;0;0;0;0;50;45.9147409;5.3732252;330;7.752;100;0;100;1;100;9;0;80;80;95;4;150;0.08405
2;France;CA01;CA01_2;31.5.2021;PR;11.1;0.2902;3.5;2.2;2.9;6;4;40;0;15;75;10;0;0;4.05;F;;54;11.3;7.85;408;10.53;101.8;29;0;10;0;1;10;0;60;45.8807964;5.4936681;527;6.51;100;0;100;3;90;6;0;100;75;70;2;150;0.06695
2;France;CA02;CA02_2;31.5.2021;PR;18.2;0.27805;9.2;3.1;6.9;15;10;0;0;15;70;10;5;0;3.95;F;;60;10.1;8.03;370;10.88;100;425;0;0;0;2;15;2;150;45.9205653;5.4424156;347;28.853;100;0;100;1;95;6;0;30;75;60;2;150;0.0778
2;France;CO01;CO01_2;25.5.2021;PR;11.7;0.1091;1.5;0.8;1.2;3;1.1;0;5;2;35;55;3;0;3.51;F;;24;8;7.54;326;9.47;87.9;9;0;0;0;2;0;1;50;46.0565634;5.6178711;892;1.107;100;0;100;0.5;100;3;0;20;15;95;2;150;0.0322
2;France;GR01;GR01_2;27.5.2021;TR;8.3;0.1138;2.3;1.3;2.1;8;5;20;55;0;40;5;0;0;5.05;F;;18;11.1;8.18;448;10.91;103.1;4;3;0;0;1;0;0;50;45.9173726;5.4567152;392;3.554;100;0;100;4;80;7;0;150;100;95;2;150;0.045
2;France;JO01;JO01_2;25.5.2021;TR;9.3;0.072;1.7;0.9;1.3;4.5;2.5;0;0;10;85;5;0;0;4.05;F;;20;6.5;7.62;361;10.89;97.1;1;0;0;0;0;0;0;50;46.0538104;5.6355866;927;0.937;100;0;100;5;70;8;0;100;100;40;2;150;0.0618
2;France;ME01;ME01_2;26.5.2021;PR;12.05555556;0.142944444;4.6;1.5;3.3;13;9;0;10;20;60;5;5;0;4.25;F;;46;7.5;7.54;433;10.91;99.5;34;0;0;0;3;3;2;60;45.9678634;5.6080166;824;4.476;100;0;100;4;90;7;0;300;150;80;2;150;0.0804
2;France;RA01;RA01_2;27.5.2021;PR;10.6;0.2346;1.8;1;1.4;4.3;3.2;40;5;15;80;0;0;0;4.25;F;;50;10.6;8.55;349;10.71;101.7;19;0;10;0;0;20;2;50;45.8946851;5.4351605;528;2.424;100;0;100;6;15;5;0;50;30;40;3;150;0.0604
2;France;RO01;RO01_2;25.5.2021;TR;9;0.1869;2.5;1.1;1.9;6;3.4;1;25;15;57;3;0;0;4.62;F;;18;8.1;8.5;330;10.81;99.8;13;1;0;0;2;1;3;50;46.0512118;5.6116089;858;1.728;100;0;100;6;80;6;0;75;75;95;1;150;0.0719
2;France;VI01;VI01_2;26.5.2021;PR;12.7;0.3557;4.2;1.8;2.7;6.7;4.5;90;70;5;25;0;0;0;5.45;F;;150;9.9;8.34;334;10.98;100.9;78;0;10;0;0;10;0;60;45.9363426;5.5320655;393;1.551;100;0;100;13;60;6;1;200;70;70;2;150;0.0474
3;France;AL01;AL01_3;30.6.2021;PR;9.8;0.1822;5.6;2;2.9;19;11;0;0;15;30;5;0;0;4.2;F;;28;12;7.94;4;9.59;98.5;20;10;0;0;2;5;2;70;46.0828385;5.6193299;890;4.763;100;0;100;2;90;5;0;100;100;70;2;150;0.06815
3;France;AL02;AL02_3;30.6.2021;TR;0;0;0;0;0;22;17;0;;;;;;;;D;;0;;;;;;0;;;;;;;140;46.0100572;5.5871596;800;45.327;100;0;100;0.5;30;3;0;80;100;10;2;200;0.07745
3;France;AL03;AL03_3;28.6.2021;TR;18.25;0.25825;11;2.3;7.4;23;19;0;20;15;50;15;1;2;4.310679612;F;;95;15.8;7.91;405;9.1;99.8;121;10;0;0;3;10;3;110;45.9683373;5.575516;731;86.081;100;0;100;1;50;5;0;60;80;50;4;150;0.0791
3;France;AL04;AL04_3;2.7.2021;PR;24.36666667;0.155633333;18;14;15.3;30;25;5;0;30;50;15;5;0;4.05;F;;160;10.7;8.23;392;11.28;104.6;3450;5;5;0;2;20;2;150;45.924355;5.4998788;315;133.419;100;0;100;1;70;6;2;300;200;70;4;150;0.05625
3;France;AL05;AL05_3;1.7.2021;PR;31.73333333;0.2613;21;17;19.2;35;21;0;0;20;65;10;5;0;4;F;;200;13.8;8.41;378;11.91;118.6;3878;0;0;0;2;15;1;150;45.9249257;5.4028767;268;225.922;100;0;100;1;80;5;2;150;150;20;4;150;0.079
3;France;AL06;AL06_3;1.7.2021;TR;25.06666667;0.252866667;20;8;13.6;36;;0;5;15;60;15;5;0;4;F;;200;12.2;8.11;385;10.24;97.6;3514;0;0;0;1;5;1;150;45.9472844;5.3592973;247;252.175;100;0;100;1;90;;2;80;50;50;3;150;0.06165
3;France;AL07;AL07_3;2.7.2021;TR;27.29166667;0.209375;17;8;13;34;23;0;5;10;70;15;0;0;4.05;F;;110;15.7;8.16;384;10.3;105.9;1119;1;0;0;0;5;1;150;45.9607009;5.2760369;222;287.227;100;0;100;1;80;;2;75;75;50;4;150;0.06383
3;France;BR01;BR01_3;25.6.2021;TR;0;0;0;0;0;12;11;0;;;;;;;;D;;0;;;;;;0;;;;;;;50;45.9638925;5.4427493;369;3.303;100;0;100;4;50;6;0;130;70;60;2;150;0.0496
3;France;BR02;BR02_3;26.6.2021;PR;15.45;0.3805;4.5;2.5;3.7;6.9;5;10;1;30;65;5;1;0;4.245098039;F;;25;11;8.36;421;10.84;101.2;238;0;0;0;0;5;0;80;45.9533635;5.4380244;321;6.939;100;0;100;4;90;5;0;150;100;100;2;150;0.068275
3;France;BU01;BU01_3;25.6.2021;TR;11.9;0.1834;4.4;1.3;2.6;8;5.3;0;35;25;20;15;5;0;4.7;F;;38;12.8;8.25;533;10.37;103.6;34;0;0;0;0;5;0;60;45.8998385;5.3963605;538;3.778;100;0;100;2;80;6;0;50;30;70;2;150;0.0629
3;France;BU02;BU02_3;29.6.2021;PR;19.1;0.3437;32;2.1;2.7;3.7;3.2;0;0;45;45;10;0;0;4.35;F;;200;12;8.15;420;10.36;99.8;0;0;0;0;1;0;1;50;45.9147409;5.3732252;330;7.752;100;0;100;1;100;9;0;80;80;95;4;150;0.0749
3;France;CA01;CA01_3;22.6.2021;PR;11.86;0.4764;3.6;1.8;2.75;6;4;0;0;10;60;30;1;0;3.782178218;F;;22;11.1;7.58;454;10.42;100.1;134;0;0;0;0;5;0;60;45.8807964;5.4936681;527;6.51;100;0;100;3;90;6;0;100;75;70;2;150;0.07
3;France;CA02;CA02_3;29.6.2021;PR;20.55;0.3365;10;3.7;6.9;15;10;0;0;15;60;20;5;0;3.85;F;;70;11.8;7.71;375;10.49;100.3;447;0;0;0;1;0;1;150;45.9205653;5.4424156;347;28.853;100;0;100;1;95;6;0;30;75;60;2;150;0.05805
3;France;CO01;CO01_3;21.6.2021;PR;14.09;0.3619;1.9;0.9;1.3;3;1.1;0;5;2;50;40;5;0;3.62745098;F;;21;14.5;7.28;301;7.45;81.6;41;0;0;0;2;0;1;50;46.0565634;5.6178711;892;1.107;100;0;100;0.5;100;3;0;20;15;95;2;150;0.0481
3;France;GR01;GR01_3;22.6.2021;TR;10;0.4307;2.5;0.7;1.6;8;5;25;45;10;40;5;0;0;4.95;F;;30;13;7.7;479;10.07;100.1;47;0;10;0;0;1;0;50;45.9173726;5.4567152;392;3.554;100;0;100;4;80;7;0;150;100;95;2;150;0.05785
3;France;JO01;JO01_3;21.6.2021;TR;5.6;0.1514;2;0.7;1.3;4.5;2.5;0;0;20;75;5;0;0;4.15;F;;31;12.1;7.59;332;9.57;99.4;14;0;0;0;0;0;0;50;46.0538104;5.6355866;927;0.937;100;0;100;5;70;8;0;100;100;40;2;150;0.0763
3;France;ME01;ME01_3;26.6.2021;PR;15.5;0.3015;4.8;1.2;2.7;13;9;0;10;10;75;5;1;0;4.227722772;F;;45;11.6;8.25;373;10.12;102;71;0;0;0;3;5;1;60;45.9678634;5.6080166;824;4.476;100;0;100;4;90;7;0;300;150;80;2;150;0.06315
3;France;RA01;RA01_3;NA;PR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;45.8946851;5.4351605;528;2.424;100;0;100;6;15;5;0;50;30;40;3;0;0
3;France;RO01;RO01_3;30.6.2021;TR;8.8;0.053;2.8;0.8;1.6;6;3.4;0;30;10;60;0;0;0;4.7;F;;22;10.9;7.71;360;9.91;98.6;1;0;0;0;0;5;0;50;46.0512118;5.6116089;858;1.728;100;0;100;6;80;6;0;75;75;95;1;150;0.054375
3;France;VI01;VI01_3;23.6.2021;PR;15.22222222;0.300555556;3.7;1.9;2.8;6.7;4.5;10;70;5;25;0;1;0;5.415841584;F;;180;11.3;8.14;345;10.83;103.4;88;0;10;0;0;0;0;60;45.9363426;5.5320655;393;1.551;100;0;100;13;60;6;1;200;70;70;2;150;0.0393
4;France;AL01;AL01_4;21.9.2021;PR;17.9;0.1482;3;1.8;2.35;19;11;0;0;20;77;2;1;0;4.16;F;;38;10.5;7.88;424;9.44;93;25;0;0;0;2;5;2;70;46.0828385;5.6193299;890;4.763;100;0;100;2;90;5;0;100;100;70;2;150;0.081
4;France;AL02;AL02_4;14.9.2021;TR;0;0;0;0;0;22;17;0;;;;;;;;D;;0;;;;;;0;;;;;;;140;46.0100572;5.5871596;800;45.327;100;0;100;0.5;30;3;0;80;100;10;2;150;0.043375
4;France;AL03;AL03_4;14.9.2021;TR;0;0;0;0;0;23;19;0;;;;;;;;D;;0;;;;;;0;;;;;;;110;45.9683373;5.575516;731;86.081;100;0;100;1;50;5;0;60;80;50;4;150;0.054475
4;France;AL04;AL04_4;15.9.2021;PR;31.45;0.2854;11.5;6.9;9.2;30;25;10;0;30;70;15;5;0;4.041666667;F;;90;12.9;8.12;388;10.53;163.5;864;20;0;0;2;10;2;150;45.924355;5.4998788;315;133.419;100;0;100;1;70;6;2;300;200;70;4;150;0.07115
4;France;AL05;AL05_4;15.9.2021;PR;39.2;0.1331;18;15;15.6;35;21;0;0;30;50;15;5;0;4.05;F;;120;17;8.36;351;12.38;131.5;920;20;0;0;20;10;5;150;45.9249257;5.4028767;268;225.922;100;0;100;1;80;5;2;150;150;20;4;150;0.061775
